gender,age,customer_type,travel_type,travel_class,flight_distance,departure_delay,arrival_delay,time_convenience,online_booking,checkin_service,online_boarding,gate_location,onboard_service,seat_comfort,legroom_service,cleanliness,food_drink,inflight_service,inflight_wifi_service,inflight_entertainment,baggage_handling,satisfaction
Male,35,Returning,Business,Business,158,13,4,4,4,5,5,4,5,2,5,4,4,5,4,5,3,Satisfied
Female,40,Returning,Business,Economy,109,0,0,3,3,3,5,3,1,5,5,5,5,5,5,5,2,Satisfied
Male,35,Returning,Business,Business,308,0,0,4,4,4,3,4,4,2,5,1,1,4,4,4,4,Satisfied
Male,37,First-time,Business,Economy,262,0,5,0,4,5,4,5,3,2,4,2,2,5,4,2,2,Neutral or Dissatisfied
Male,60,Returning,Business,Business,153,77,80,1,1,5,1,1,5,2,4,5,1,5,1,5,5,Satisfied
Male,35,Returning,Business,Economy,156,0,0,4,4,2,3,4,4,3,1,3,3,2,3,3,3,Neutral or Dissatisfied
Male,62,Returning,Business,Business,2639,0,0,4,4,2,3,4,5,1,5,5,5,5,4,5,5,Satisfied
Male,55,First-time,Business,Economy,193,27,24,4,3,4,3,1,1,1,2,4,4,2,3,4,5,Neutral or Dissatisfied
Female,45,Returning,Business,Economy,308,0,0,5,5,4,3,5,4,2,4,3,5,4,4,4,4,Neutral or Dissatisfied
Female,51,Returning,Business,Business,86,0,0,4,4,3,1,4,5,1,5,1,3,5,4,5,5,Satisfied
Male,52,Returning,Business,Business,3282,0,0,4,4,2,1,4,5,3,5,1,1,5,4,5,5,Satisfied
Male,63,Returning,Business,Business,363,0,0,4,4,4,1,4,5,3,5,5,1,5,4,5,5,Satisfied
Female,48,Returning,Business,Business,421,21,14,5,5,5,1,5,1,5,2,4,1,1,5,1,1,Satisfied
Male,38,First-time,Business,Economy,89,52,46,4,4,3,4,4,4,1,3,1,1,3,3,1,1,Neutral or Dissatisfied
Female,43,Returning,Business,Economy,262,0,0,3,3,5,4,3,4,1,4,5,5,4,4,4,4,Satisfied
Male,37,Returning,Business,Business,78,0,0,4,1,1,4,2,4,4,4,2,2,4,0,4,4,Satisfied
Male,27,First-time,Business,Economy,308,11,19,5,2,1,2,4,5,3,4,3,3,3,2,3,5,Neutral or Dissatisfied
Male,44,Returning,Business,Economy,266,0,14,5,5,1,5,5,2,4,5,4,4,4,5,4,5,Satisfied
Male,53,Returning,Business,Business,1886,0,0,4,4,1,3,4,4,1,4,1,2,4,4,4,4,Satisfied
Male,37,Returning,Business,Economy,421,0,0,1,1,4,4,1,1,4,1,4,4,5,4,4,3,Satisfied
Male,70,Returning,Business,Business,109,0,0,4,0,3,4,2,2,1,2,3,3,2,0,2,2,Satisfied
Female,23,Returning,Business,Business,3182,0,10,1,1,4,5,1,4,5,3,5,5,3,1,5,2,Satisfied
Male,26,Returning,Business,Business,2758,0,0,5,5,3,2,5,3,4,5,2,2,4,4,2,3,Neutral or Dissatisfied
Female,47,Returning,Business,Economy,363,87,80,4,4,4,2,4,5,5,4,3,2,5,4,5,5,Satisfied
Female,42,Returning,Business,Economy,134,15,16,4,2,4,4,2,4,2,4,4,1,4,4,4,4,Satisfied
Male,21,First-time,Business,Business,363,0,4,0,5,5,5,3,4,5,2,5,5,1,4,5,3,Satisfied
Male,58,Returning,Business,Economy,447,0,0,5,5,5,4,5,3,5,5,5,5,4,4,5,1,Satisfied
Male,27,First-time,Business,Economy,421,2,0,5,1,1,1,5,2,1,4,1,1,5,1,1,3,Neutral or Dissatisfied
Male,54,Returning,Business,Business,89,76,70,3,4,1,5,4,5,5,5,3,1,5,4,5,4,Satisfied
Male,37,First-time,Business,Economy,86,0,1,5,2,5,2,1,1,3,1,3,3,3,1,3,3,Neutral or Dissatisfied
Female,22,First-time,Business,Economy,89,0,3,0,3,4,3,2,1,1,4,1,1,5,3,1,5,Neutral or Dissatisfied
Female,42,Returning,Business,Business,3663,0,0,2,2,4,4,2,5,1,5,3,5,5,2,5,5,Satisfied
Male,52,Returning,Business,Business,421,1,10,2,2,5,3,2,4,2,4,3,5,4,2,4,4,Satisfied
Male,46,Returning,Business,Business,2407,0,8,2,2,2,3,2,4,3,4,1,3,4,2,4,3,Satisfied
Female,43,First-time,Business,Economy,190,0,0,4,5,3,5,5,4,2,3,2,2,5,5,2,2,Satisfied
Female,47,Returning,Business,Economy,89,40,57,5,5,3,5,5,4,3,4,1,2,4,4,4,4,Satisfied
Male,46,Returning,Business,Business,1512,0,56,1,1,4,4,1,5,1,5,4,1,5,1,5,5,Satisfied
Male,57,Returning,Business,Economy,308,0,0,1,1,2,3,1,1,3,4,3,3,4,3,3,3,Satisfied
Female,39,Returning,Business,Business,89,5,7,3,2,4,1,3,5,3,5,2,3,5,3,5,3,Satisfied
Female,58,Returning,Business,Business,2121,12,8,4,0,5,2,4,1,3,1,2,1,1,0,1,1,Satisfied
Male,57,Returning,Business,Business,89,0,19,4,4,4,3,4,1,4,1,4,4,1,2,1,2,Neutral or Dissatisfied
Female,28,Returning,Business,Business,158,5,4,1,1,1,4,1,4,4,5,4,4,3,1,4,1,Satisfied
Female,37,Returning,Business,Economy,337,0,0,4,4,5,4,4,4,4,3,4,4,1,4,4,3,Satisfied
Female,35,Returning,Business,Business,3371,0,0,4,4,5,5,4,5,4,5,3,1,5,4,5,5,Satisfied
Male,44,Returning,Business,Economy,308,0,0,5,5,2,4,5,4,4,5,4,4,2,4,4,5,Satisfied
Female,30,First-time,Business,Economy,250,0,0,0,1,1,1,1,1,3,2,3,3,4,1,3,2,Neutral or Dissatisfied
Female,26,First-time,Business,Economy,308,4,0,0,2,5,2,4,3,4,2,4,4,3,2,4,4,Neutral or Dissatisfied
Male,50,Returning,Business,Economy,372,0,0,4,4,5,5,4,5,5,2,5,5,2,5,5,1,Satisfied
Female,34,Returning,Business,Business,266,0,0,0,0,5,3,3,3,4,3,5,5,3,0,3,3,Satisfied
Male,27,First-time,Business,Economy,86,0,3,0,5,3,0,4,1,2,4,2,2,4,5,2,3,Satisfied
Male,44,Returning,Business,Economy,109,0,0,1,4,3,3,1,3,3,1,3,3,1,3,3,2,Satisfied
Female,46,Returning,Business,Economy,373,226,217,3,4,5,5,4,2,5,1,5,5,5,5,1,4,Satisfied
Male,39,First-time,Business,Economy,262,0,0,1,5,3,5,2,2,2,5,2,2,3,5,2,3,Satisfied
Female,27,First-time,Business,Economy,421,0,0,0,4,2,4,5,1,2,2,2,2,5,4,2,5,Neutral or Dissatisfied
Male,52,Returning,Business,Business,3201,0,0,4,4,5,4,4,4,5,4,4,2,4,4,4,4,Satisfied
Female,27,First-time,Business,Economy,326,0,2,0,2,5,2,2,1,5,3,5,5,4,2,5,5,Neutral or Dissatisfied
Male,54,Returning,Business,Economy,134,0,0,3,3,1,5,3,5,5,1,5,5,5,5,5,3,Satisfied
Female,57,Returning,Business,Business,1605,29,49,5,5,1,1,5,4,3,4,4,3,4,5,4,5,Satisfied
Male,22,First-time,Business,Economy,109,5,3,5,2,3,2,1,1,2,2,2,2,2,2,2,4,Neutral or Dissatisfied
Female,38,Returning,Business,Economy,308,0,3,4,4,5,4,4,3,3,4,3,3,5,3,3,5,Satisfied
Female,36,Returning,Business,Business,3119,0,18,4,0,5,3,4,2,2,2,5,2,2,0,2,2,Satisfied
Female,40,Returning,Business,Economy,110,0,0,4,3,1,4,4,1,3,1,3,3,2,3,3,1,Satisfied
Female,41,Returning,Business,Economy,209,0,4,2,2,4,3,2,1,3,1,3,3,3,3,3,3,Neutral or Dissatisfied
Female,24,Returning,Business,Business,308,0,3,0,0,2,5,2,1,1,4,5,5,2,0,5,2,Satisfied
Female,27,First-time,Business,Economy,209,0,0,0,3,3,3,2,5,4,5,4,4,1,3,4,4,Neutral or Dissatisfied
Female,39,First-time,Business,Economy,158,0,0,0,2,4,2,5,5,2,3,2,2,1,2,2,4,Neutral or Dissatisfied
Female,21,First-time,Business,Economy,209,0,0,4,1,2,1,4,1,3,5,4,4,3,1,4,4,Neutral or Dissatisfied
Male,47,Returning,Business,Economy,156,1,1,5,5,4,4,5,2,5,1,5,5,2,4,5,4,Satisfied
Male,41,Returning,Business,Business,3306,28,24,5,5,2,5,5,5,4,5,2,1,5,5,5,5,Satisfied
Female,47,Returning,Business,Economy,109,0,0,3,3,2,4,3,5,5,5,5,5,5,5,5,5,Satisfied
Male,44,First-time,Business,Economy,308,58,77,4,4,4,4,2,4,4,4,4,4,3,4,4,1,Satisfied
Male,66,Returning,Business,Economy,109,21,15,1,4,2,4,1,4,4,4,4,4,3,4,4,3,Satisfied
Male,43,Returning,Business,Economy,421,42,68,3,3,5,4,3,5,4,5,4,4,4,4,4,5,Satisfied
Female,50,Returning,Business,Economy,262,0,8,1,1,4,2,1,4,2,4,4,1,4,4,4,4,Satisfied
Female,58,Returning,Business,Economy,337,0,7,3,2,4,3,3,2,3,2,3,1,2,2,2,2,Satisfied
Female,40,Returning,Business,Business,1667,20,4,1,1,2,2,1,3,2,3,3,3,3,3,3,3,Neutral or Dissatisfied
Female,40,Returning,Business,Economy,156,0,0,5,5,1,4,5,1,4,2,4,4,4,4,4,4,Satisfied
Male,51,Returning,Business,Business,1592,0,0,5,0,3,3,2,2,3,2,1,3,2,0,2,2,Satisfied
Female,25,First-time,Business,Economy,326,0,4,5,2,3,2,5,2,2,5,2,2,2,2,2,1,Neutral or Dissatisfied
Female,46,Returning,Business,Business,2365,0,0,5,1,2,3,4,5,5,5,2,5,5,0,5,5,Satisfied
Male,23,Returning,Business,Business,1510,0,0,2,2,3,4,2,4,4,3,4,4,4,2,4,2,Satisfied
Male,30,Returning,Business,Economy,109,19,11,0,0,3,0,1,3,5,5,5,5,1,0,5,5,Satisfied
Male,39,Returning,Business,Business,86,0,0,3,4,4,3,4,5,5,5,3,5,5,4,5,3,Satisfied
Female,50,Returning,Business,Business,1777,0,0,4,4,4,5,4,4,5,4,5,2,4,4,4,5,Satisfied
Female,20,First-time,Business,Economy,209,8,21,0,0,5,0,1,1,2,1,2,2,4,0,2,3,Satisfied
Male,40,Returning,Business,Business,2079,0,0,5,0,5,2,3,2,4,2,5,4,2,0,2,2,Satisfied
Male,34,First-time,Business,Economy,262,0,0,4,2,5,2,2,1,4,2,2,2,2,2,2,3,Neutral or Dissatisfied
Male,42,Returning,Business,Business,304,0,0,5,5,2,5,5,5,3,5,5,4,5,5,5,5,Satisfied
Female,43,Returning,Business,Business,3434,7,11,3,0,5,2,4,4,4,4,5,4,4,0,4,4,Satisfied
Male,34,First-time,Business,Economy,304,0,0,0,1,1,1,3,3,2,1,2,2,1,1,2,2,Neutral or Dissatisfied
Female,48,Returning,Business,Business,3956,0,0,3,0,1,2,3,5,3,5,2,2,5,0,5,5,Satisfied
Female,34,First-time,Business,Economy,308,6,21,3,3,1,3,3,2,1,5,1,1,3,3,1,2,Neutral or Dissatisfied
Female,25,Returning,Business,Business,337,0,0,5,1,2,2,5,2,2,4,2,2,4,2,2,4,Neutral or Dissatisfied
Male,40,First-time,Business,Economy,134,0,1,0,3,1,3,2,5,4,1,3,3,5,3,3,5,Neutral or Dissatisfied
Female,41,Returning,Business,Economy,156,8,6,5,5,4,3,5,1,3,3,3,3,4,3,3,3,Neutral or Dissatisfied
Female,36,First-time,Business,Economy,337,1,0,4,2,5,2,4,1,4,4,3,3,4,2,3,2,Neutral or Dissatisfied
Male,34,First-time,Business,Business,363,0,0,3,3,2,3,4,4,5,3,5,5,4,3,5,4,Neutral or Dissatisfied
Female,40,First-time,Business,Business,153,50,47,5,5,3,5,2,2,1,2,4,4,1,5,4,3,Satisfied
Male,44,Returning,Business,Business,2874,0,0,2,2,5,4,2,4,3,4,2,1,4,2,4,4,Satisfied
Female,55,Returning,Business,Economy,373,5,6,1,1,4,3,1,4,1,5,1,5,4,5,4,4,Satisfied
Male,22,First-time,Business,Economy,89,0,0,4,3,2,3,2,2,5,4,5,5,5,3,5,3,Neutral or Dissatisfied
Male,36,First-time,Business,Economy,158,0,17,0,3,4,3,1,3,1,4,5,5,1,3,5,1,Neutral or Dissatisfied
Female,50,Returning,Business,Business,89,28,19,1,1,2,4,1,4,3,4,3,5,4,1,4,3,Satisfied
Female,40,Returning,Business,Business,3291,0,0,4,2,2,3,4,4,1,4,1,3,4,4,4,4,Satisfied
Female,54,Returning,Business,Business,2714,0,0,1,1,1,5,1,5,2,5,1,1,5,1,5,5,Satisfied
Male,39,Returning,Business,Economy,209,0,0,3,3,3,5,3,3,5,3,5,5,4,5,5,3,Satisfied
Male,42,Returning,Business,Economy,337,0,0,1,1,3,4,1,4,4,1,4,4,5,4,4,1,Satisfied
Female,35,Returning,Business,Economy,109,0,0,2,2,3,5,2,2,5,2,5,5,1,5,5,3,Satisfied
Female,22,First-time,Business,Economy,109,69,69,0,5,4,5,2,3,2,2,5,5,2,5,5,1,Satisfied
Male,40,First-time,Business,Economy,109,0,0,0,2,3,2,4,3,4,4,4,4,2,2,4,5,Neutral or Dissatisfied
Male,62,Returning,Business,Business,421,1,0,3,3,3,1,3,4,2,4,3,2,4,3,4,4,Satisfied
Male,38,Returning,Business,Business,89,0,0,5,3,2,5,5,5,4,5,3,3,5,5,5,4,Satisfied
Female,46,Returning,Business,Business,2360,17,17,5,5,2,3,5,1,3,1,4,1,1,3,1,3,Neutral or Dissatisfied
Female,55,Returning,Business,Business,3020,0,0,3,4,5,5,3,5,3,5,2,5,5,3,5,4,Satisfied
Male,64,Returning,Business,Business,308,0,0,3,3,1,2,3,3,2,3,1,2,3,3,3,3,Neutral or Dissatisfied
Male,42,Returning,Business,Business,3985,12,8,3,5,3,2,3,5,4,5,2,1,5,3,5,4,Satisfied
Male,36,Returning,Business,Economy,373,0,0,3,3,4,4,3,5,4,2,4,4,3,4,4,5,Satisfied
Female,43,First-time,Business,Economy,86,37,36,0,3,3,3,4,4,2,3,2,2,2,3,2,4,Neutral or Dissatisfied
Male,49,Returning,Business,Business,2308,16,9,4,4,4,3,4,3,4,3,3,3,3,3,3,3,Neutral or Dissatisfied
Female,35,First-time,Business,Economy,89,0,0,0,1,3,1,2,2,2,4,2,2,5,2,2,2,Neutral or Dissatisfied
Female,37,Returning,Business,Business,3710,0,0,1,1,1,3,1,4,4,4,5,4,4,1,4,4,Satisfied
Female,56,Returning,Business,Economy,109,25,18,5,5,4,4,5,1,1,2,5,3,1,2,1,1,Satisfied
Female,38,Returning,Business,Business,1960,0,0,4,5,2,4,4,4,3,4,2,1,4,4,4,4,Satisfied
Male,30,Returning,Business,Business,109,41,40,1,4,5,5,1,1,5,1,5,5,5,1,5,5,Satisfied
Male,62,Returning,Business,Business,3719,0,0,5,5,4,3,5,5,1,5,3,1,5,5,5,4,Satisfied
Male,53,Returning,Business,Economy,109,5,8,2,2,5,4,2,1,4,2,4,4,3,4,4,3,Satisfied
Male,28,Returning,Business,Business,1809,57,54,2,2,3,2,2,3,2,2,2,2,4,2,2,4,Neutral or Dissatisfied
Male,35,Returning,Business,Economy,373,0,0,4,5,3,5,4,4,5,2,5,5,2,5,5,5,Satisfied
Female,37,Returning,Business,Business,2441,0,0,5,5,5,4,5,5,1,5,5,1,5,5,5,5,Satisfied
Male,51,Returning,Business,Business,2064,0,10,3,3,5,3,3,5,1,5,4,3,5,3,5,5,Satisfied
Female,32,Returning,Business,Business,2685,34,26,1,4,1,5,4,1,5,4,5,5,3,4,5,4,Satisfied
Male,40,Returning,Business,Business,3441,0,0,4,4,5,3,4,5,4,5,4,5,5,4,5,4,Satisfied
Female,32,Returning,Business,Business,110,4,9,1,1,3,1,1,2,2,4,1,1,3,2,1,4,Neutral or Dissatisfied
Male,35,First-time,Business,Economy,199,0,0,0,1,3,1,3,3,2,5,3,3,4,1,3,1,Neutral or Dissatisfied
Male,32,Returning,Business,Business,109,0,0,4,0,1,4,5,3,4,4,4,4,3,0,4,1,Satisfied
Male,53,Returning,Business,Economy,209,0,0,3,3,3,4,3,1,4,3,4,4,4,4,4,3,Satisfied
Female,39,Returning,Business,Economy,421,0,0,4,3,3,4,4,4,4,3,4,4,1,4,4,3,Satisfied
Female,21,First-time,Business,Economy,89,0,0,2,1,2,1,3,3,1,2,1,1,3,1,1,4,Neutral or Dissatisfied
Female,25,First-time,Business,Economy,266,0,0,0,1,5,1,4,5,4,3,4,4,4,1,4,3,Neutral or Dissatisfied
Male,35,Returning,Business,Economy,86,0,0,1,1,5,5,1,2,4,2,4,4,4,4,4,4,Satisfied
Male,41,First-time,Business,Economy,373,24,29,5,3,1,3,4,4,5,2,5,5,5,3,5,5,Neutral or Dissatisfied
Male,32,First-time,Business,Economy,209,0,11,5,2,1,2,4,5,4,5,4,4,1,2,4,1,Neutral or Dissatisfied
Male,38,Returning,Business,Business,3193,10,3,3,3,1,3,3,5,3,5,5,5,5,3,5,4,Satisfied
Male,47,Returning,Business,Business,3239,0,10,3,0,3,3,1,4,1,4,3,5,4,0,4,4,Satisfied
Female,23,First-time,Business,Economy,89,0,0,1,4,2,4,3,4,4,1,3,3,4,4,3,3,Neutral or Dissatisfied
Male,40,Returning,Business,Economy,373,79,71,2,2,3,4,2,4,3,2,3,3,1,3,3,2,Satisfied
Female,68,Returning,Business,Economy,89,13,12,5,5,4,2,5,1,5,2,1,2,1,2,1,1,Satisfied
Male,21,First-time,Business,Economy,266,183,194,2,4,4,4,3,3,4,4,4,4,2,3,2,3,Neutral or Dissatisfied
Female,56,Returning,Business,Economy,209,0,0,1,1,4,5,1,4,1,4,2,2,4,4,4,4,Satisfied
Female,39,Returning,Business,Business,209,0,2,5,5,1,4,5,4,5,4,1,2,4,5,4,3,Satisfied
Male,35,First-time,Business,Economy,109,0,0,3,3,3,3,3,3,4,3,1,1,3,3,1,2,Neutral or Dissatisfied
Female,43,Returning,Business,Economy,421,0,0,1,1,4,1,1,3,5,5,5,1,3,5,3,3,Satisfied
Male,57,Returning,Business,Economy,209,0,0,1,3,1,5,1,4,4,1,4,4,2,5,4,4,Satisfied
Female,54,Returning,Business,Economy,308,0,0,5,5,3,5,5,5,5,5,5,1,5,5,5,5,Satisfied
Male,56,Returning,Business,Economy,207,0,0,4,4,1,5,4,4,5,3,5,5,3,5,5,1,Satisfied
Male,53,Returning,Business,Economy,78,0,1,3,3,3,2,3,1,2,3,2,2,4,2,2,4,Neutral or Dissatisfied
Female,36,Returning,Business,Economy,156,0,0,2,2,3,4,2,3,4,4,4,4,2,4,4,5,Satisfied
Male,37,Returning,Business,Economy,373,8,0,3,3,3,4,3,2,4,4,4,4,5,4,4,3,Satisfied
Female,35,Returning,Business,Business,2584,27,28,1,1,2,3,1,5,3,5,2,3,5,1,5,5,Satisfied
Female,49,Returning,Business,Business,421,7,4,5,5,2,4,5,5,2,5,4,4,5,5,5,5,Satisfied
Female,35,Returning,Business,Economy,109,0,0,5,5,4,2,5,2,2,5,2,2,4,2,2,3,Satisfied
Female,34,First-time,Business,Economy,262,6,0,0,1,2,1,1,2,3,1,3,3,4,1,3,4,Neutral or Dissatisfied
Female,69,Returning,Business,Economy,209,0,0,2,2,1,5,2,5,4,5,3,4,5,5,5,5,Satisfied
Female,34,Returning,Business,Business,3149,0,0,3,0,5,4,4,5,5,5,3,5,5,0,5,5,Satisfied
Male,50,Returning,Business,Economy,158,134,130,2,2,4,4,2,3,4,4,4,4,5,4,1,1,Satisfied
Male,49,Returning,Business,Business,207,0,0,5,5,5,3,5,4,5,4,5,3,4,5,4,5,Satisfied
Female,45,Returning,Business,Business,250,0,0,1,1,2,2,1,5,4,5,2,2,5,1,5,5,Satisfied
Female,63,Returning,Business,Business,3472,0,6,3,3,3,5,3,5,1,5,3,3,5,3,5,5,Satisfied
Female,50,Returning,Business,Business,2399,0,0,3,3,5,2,3,5,2,5,2,3,5,3,5,5,Satisfied
Male,53,Returning,Business,Business,363,0,1,1,1,4,1,1,5,4,5,2,5,5,1,5,5,Satisfied
Female,60,Returning,Business,Economy,109,12,17,1,5,1,3,1,2,4,2,2,1,2,2,2,2,Neutral or Dissatisfied
Male,59,Returning,Business,Business,3839,0,0,2,4,3,5,2,4,3,5,5,2,4,2,4,4,Satisfied
Male,61,First-time,Business,Economy,262,86,77,0,2,3,2,2,3,5,2,5,5,5,2,5,4,Neutral or Dissatisfied
Male,20,First-time,Business,Economy,134,0,2,4,0,1,0,1,3,3,3,3,3,5,0,3,2,Satisfied
Female,55,Returning,Business,Business,373,4,7,1,1,1,3,1,5,5,5,5,5,5,1,5,5,Satisfied
Female,41,Returning,Business,Business,1543,144,139,3,4,5,4,4,4,5,5,5,5,5,4,5,5,Satisfied
Female,29,Returning,Business,Economy,250,1,0,1,1,3,4,1,1,4,2,4,4,3,4,4,3,Satisfied
Male,57,Returning,Business,Economy,86,5,18,3,3,3,5,3,3,5,5,5,5,4,5,5,5,Satisfied
Female,55,Returning,Business,Business,262,0,0,3,3,1,5,3,4,1,4,4,2,4,3,4,4,Satisfied
Female,49,First-time,Business,Economy,308,0,14,4,4,5,4,3,4,2,4,2,2,2,4,2,3,Satisfied
Male,20,First-time,Business,Economy,109,0,0,4,4,4,4,2,1,2,1,5,5,5,4,5,1,Satisfied
Male,56,Returning,Business,Economy,109,44,43,5,5,3,4,5,5,3,1,3,3,5,4,3,1,Satisfied
Female,31,Returning,Business,Economy,109,0,2,5,4,2,4,5,5,5,2,5,5,2,5,5,4,Satisfied
Male,59,Returning,Business,Business,3116,16,15,5,0,5,1,3,2,4,2,2,4,2,0,2,1,Satisfied
Male,36,Returning,Business,Business,3369,0,0,4,4,3,2,4,4,5,4,1,1,4,4,4,4,Satisfied
Female,44,Returning,Business,Business,3175,34,29,4,0,1,2,5,1,2,1,1,1,1,0,1,1,Satisfied
Female,47,First-time,Business,Economy,447,0,0,5,5,2,5,3,5,3,1,5,5,4,4,5,1,Neutral or Dissatisfied
Female,42,Returning,Business,Business,3854,38,33,5,5,1,3,5,1,3,1,3,5,1,3,1,3,Neutral or Dissatisfied
Female,43,Returning,Business,Business,3004,0,0,3,3,1,4,3,2,3,2,2,2,2,3,2,3,Neutral or Dissatisfied
Male,59,Returning,Business,Economy,109,5,0,3,4,2,4,4,2,4,1,4,4,1,4,4,4,Satisfied
Female,31,Returning,Business,Economy,110,0,7,0,0,4,0,1,2,2,1,2,2,4,0,2,4,Satisfied
Male,59,Returning,Business,Business,3715,0,0,4,4,2,5,4,4,4,4,1,2,4,4,4,4,Satisfied
Male,44,Returning,Business,Economy,109,5,42,1,1,5,5,1,5,5,2,5,5,5,5,5,4,Satisfied
Female,42,Returning,Business,Business,266,0,0,1,1,2,3,1,4,4,4,1,4,4,1,4,4,Satisfied
Male,27,First-time,Business,Economy,250,89,101,5,3,1,3,5,5,3,4,5,5,5,3,5,3,Neutral or Dissatisfied
Male,37,Returning,Business,Economy,110,0,0,3,3,4,5,3,4,5,3,5,5,1,5,5,5,Satisfied
Female,44,First-time,Business,Economy,109,19,13,2,2,2,2,3,3,3,2,3,3,4,2,3,3,Neutral or Dissatisfied
Male,43,Returning,Business,Business,1516,0,0,5,3,2,5,5,4,2,5,4,3,4,5,4,3,Satisfied
Male,61,Returning,Business,Business,3037,0,0,1,1,3,4,1,5,3,5,4,1,5,1,5,5,Satisfied
Female,46,Returning,Business,Business,109,18,16,2,2,2,1,2,3,3,4,5,2,3,2,3,5,Satisfied
Female,20,First-time,Business,Economy,262,15,38,2,3,2,3,4,3,2,2,4,4,3,3,4,3,Neutral or Dissatisfied
Male,39,First-time,Business,Economy,156,0,0,5,2,3,2,1,3,5,1,5,5,1,2,5,1,Neutral or Dissatisfied
Female,37,Returning,Business,Economy,89,0,0,1,4,4,5,4,3,5,4,5,5,1,5,5,3,Satisfied
Male,35,Returning,Business,Business,2783,0,1,5,5,4,3,5,2,4,2,3,4,2,2,2,2,Neutral or Dissatisfied
Male,23,First-time,Business,Economy,156,0,0,5,3,3,3,4,2,4,1,4,4,5,3,4,2,Neutral or Dissatisfied
Male,34,First-time,Business,Economy,372,0,0,4,3,1,3,2,4,4,4,4,4,4,3,4,4,Neutral or Dissatisfied
Male,39,First-time,Business,Economy,326,0,0,4,2,2,2,5,1,2,5,2,2,4,2,2,3,Neutral or Dissatisfied
Female,36,Returning,Business,Business,209,0,0,4,4,4,1,4,5,5,4,2,4,5,4,5,4,Satisfied
Female,33,Returning,Business,Economy,77,0,0,1,2,3,5,2,1,4,4,4,4,1,4,4,5,Satisfied
Female,72,Returning,Business,Economy,134,0,0,4,4,1,4,4,4,5,4,1,1,4,4,4,4,Satisfied
Female,41,Returning,Business,Economy,373,0,0,5,5,5,4,5,1,4,3,4,4,1,4,4,3,Satisfied
Male,39,Returning,Business,Economy,89,6,7,2,2,2,2,2,4,2,1,2,2,3,2,2,4,Satisfied
Male,22,First-time,Business,Economy,109,50,52,1,3,3,3,3,3,4,3,4,4,2,3,4,2,Neutral or Dissatisfied
Female,46,Returning,Business,Business,3849,0,0,3,3,5,3,3,4,1,3,1,5,4,3,4,4,Satisfied
Female,24,First-time,Business,Economy,262,2,0,0,3,5,3,4,4,1,2,1,1,1,3,1,3,Neutral or Dissatisfied
Male,27,Returning,Business,Business,3989,0,0,5,5,2,5,5,5,5,2,5,5,5,5,5,4,Satisfied
Male,47,Returning,Business,Business,421,50,64,1,1,5,1,1,4,1,4,3,5,4,1,4,4,Satisfied
Female,36,Returning,Business,Business,1711,0,0,5,5,5,3,5,5,4,5,2,3,5,5,5,5,Satisfied
Male,22,Returning,Business,Business,2536,0,0,5,5,2,5,5,5,5,5,5,5,4,5,5,5,Satisfied
Male,36,Returning,Business,Business,238,155,144,2,2,4,4,2,3,4,4,4,4,2,2,5,5,Satisfied
Male,27,First-time,Business,Economy,326,5,0,3,3,4,3,2,1,5,1,5,5,5,3,5,1,Neutral or Dissatisfied
Female,25,First-time,Business,Economy,110,17,15,5,2,4,2,3,5,2,1,2,2,2,2,2,2,Neutral or Dissatisfied
Female,43,Returning,Business,Business,3389,0,0,3,5,5,2,3,5,3,5,5,1,5,3,5,5,Satisfied
Male,41,Returning,Business,Economy,86,16,31,2,2,4,5,2,3,5,2,5,5,5,5,5,5,Satisfied
Male,53,Returning,Business,Business,326,2,6,1,1,5,5,1,4,5,4,4,1,4,1,4,4,Satisfied
Male,60,Returning,Business,Economy,373,0,0,2,3,1,5,2,5,5,3,5,5,2,5,5,1,Satisfied
Female,39,First-time,Business,Business,372,49,45,3,3,2,3,3,3,5,2,5,5,4,3,5,4,Neutral or Dissatisfied
Female,33,Returning,Business,Business,1804,0,1,2,2,3,3,2,5,2,4,2,4,5,2,5,5,Satisfied
Male,37,Returning,Business,Business,2887,36,22,4,4,1,3,4,3,3,3,3,1,3,2,3,2,Neutral or Dissatisfied
Male,39,Returning,Business,Economy,304,0,0,5,5,4,1,5,3,1,5,1,1,4,1,1,3,Neutral or Dissatisfied
Male,41,Returning,Business,Business,2047,0,0,3,3,2,5,3,5,5,5,3,5,5,3,5,5,Satisfied
Female,36,First-time,Business,Economy,262,16,13,0,3,1,3,1,4,2,5,5,5,3,3,5,5,Neutral or Dissatisfied
Female,39,Returning,Business,Economy,363,8,1,2,2,5,4,2,2,4,2,4,4,5,4,4,5,Satisfied
Female,20,First-time,Business,Economy,109,0,0,3,3,3,3,4,3,3,4,3,3,4,3,3,3,Neutral or Dissatisfied
Male,42,Returning,Business,Economy,109,0,0,2,2,5,4,2,5,4,2,4,4,4,4,4,3,Satisfied
Female,23,First-time,Business,Economy,110,157,154,0,5,3,3,4,3,3,1,3,5,4,4,1,1,Satisfied
Female,39,First-time,Business,Economy,110,30,19,3,3,3,3,3,3,5,5,5,5,4,3,5,4,Neutral or Dissatisfied
Male,39,Returning,Business,Business,3886,4,0,1,1,2,2,1,4,2,4,4,3,4,4,4,4,Neutral or Dissatisfied
Male,47,Returning,Business,Business,2827,0,3,5,1,5,3,1,4,4,5,5,2,4,0,4,5,Satisfied
